mel_geneID,mel_geneSymbol,mel_chrom,mel_start,mel_end,mel_strand,sim_geneID,sim_geneSymbol,sim_chrom,sim_start,sim_end,sim_strand,orthoDB_groupID,num_mel_geneID_2_sim_geneID,num_sim_geneID_2_mel_geneID,flag_one2one_ortholog
FBgn0000594,Est-P,3L,12190733,12192528,+,FBgn0012832,Est-6,Scf_3L,11880703,11882571,+,EOG091905G3,2,2,0
FBgn0000594,Est-P,3L,12190733,12192528,+,FBgn0068661,Est-P,Scf_3L,11882587,11884414,+,EOG091905G3,2,2,0
FBgn0000606,eve,2R,9979319,9980795,+,FBgn0269020,GD27730,Scf_2R,6640460,6644528,+,EOG09190EWC,1,1,1
FBgn0000611,exd,X,15992468,15996509,+,FBgn0188823,GD17261,Scf_X,15047440,15051283,+,EOG09190BIB,1,1,1
FBgn0000615,exu,2R,20667427,20671083,-,FBgn0196568,GD25256,Scf_2R,17079585,17083304,-,EOG0919078J,1,1,1
FBgn0000617,e(y)1,X,17842161,17843348,+,FBgn0188927,GD17368,Scf_X,16835367,16836548,+,EOG09190ESM,1,1,1
FBgn0000618,e(y)2,X,11576118,11576620,-,FBgn0195867,GD24533,Scf_X,10875571,10876068,-,EOG09190JXR,1,1,1
FBgn0000625,eyg,3L,12462537,12468021,-,FBgn0184446,GD12719,Scf_3L,12156599,12162076,-,EOG09190987,1,1,1
FBgn0000629,E(z),3L,10634575,10638130,-,FBgn0184582,GD12857,Scf_3L,10374639,10377951,-,EOG091902Z7,1,1,1
FBgn0000633,CG17716,2R,13623044,13749367,+,FBgn0182740,GD10980,Scf_2R,10173417,10324924,+,EOG0919032A,1,1,1
FBgn0000635,Fas2,X,4132887,4206093,-,FBgn0083435,Fas2,Scf_X,3713181,3799512,-,EOG091902KL,1,1,1
FBgn0000636,Fas3,2L,18320102,18393441,+,FBgn0195494,GD24138,Scf_2L,17845924,17918664,+,EOG0919068O,1,1,1
FBgn0000639,Fbp1,3L,14094589,14098053,-,FBgn0184358,GD12631,Scf_3L,13760397,13763854,-,EOG0919026P,1,1,1
FBgn0000640,Fbp2,2L,9426784,9427917,+,FBgn0024781,Fbp2,Scf_2L,9116787,9117856,+,EOG09190F5R,1,1,1
FBgn0000644,Fcp3C,X,3173376,3174474,-,FBgn0187964,GD16341,Scf_X,2839411,2840448,-,EOG09190GP1,1,1,1
FBgn0000658,fj,2R,18232761,18236311,+,FBgn0194450,GD23059,Scf_2R,14757592,14761236,+,EOG091907HU,1,1,1
FBgn0000659,fkh,3R,28580976,28585264,-,FBgn0189572,GD18028,Scf_3R,23784998,23788875,-,EOG091909A1,1,1,1
FBgn0000662,fl(2)d,2R,13819624,13824553,-,FBgn0197023,GD25741,Scf_2R,10396144,10401064,-,EOG09190B8F,1,1,1
FBgn0000667,Actn,X,2023822,2042311,-,FBgn0270146,GD28856,Scf_X,1760682,1778353,-,EOG091901RU,1,1,1
FBgn0000709,fliI,X,21339741,21345088,+,FBgn0196204,GD24888,Scf_X,19932146,19937319,+,EOG0919010E,1,1,1
FBgn0000711,flw,X,10385960,10409817,+,FBgn0188553,GD16975,Scf_X,9741645,9763507,+,EOG091909DH,1,1,1
FBgn0000715,FMRFa,2R,9906294,9910457,+,FBgn0182464,GD10699,Scf_2R,6571073,6575170,+,EOG09190AF7,1,1,1
FBgn0000719,fog,X,22824317,22855194,-,FBgn0187147,GD15480,Scf_X,20677277,20705639,-,EOG09190BQH,1,1,1
FBgn0000721,for,2L,3622074,3656953,-,FBgn0194136,GD22740,Scf_2L,3480388,3510027,-,EOG09190290,1,1,1
FBgn0000723,FER,3R,9367603,9394546,-,FBgn0192266,GD20803,Scf_3R,15806087,15832771,+,EOG0919018J,1,1,1
FBgn0000808,gd,X,11985154,11987764,-,FBgn0187600,GD15951,Scf_X,11243568,11245831,-,EOG0919066U,1,1,1
FBgn0000810,fs(1)K10,X,2242138,2246041,+,FBgn0188203,GD16603,Scf_X,1973698,1977620,+,EOG09190HNM,1,1,1
FBgn0000826,png,X,1356488,1357601,-,FBgn0188042,GD16426,Scf_X,1139766,1140895,-,EOG09190DTS,1,1,1
FBgn0000927,fs(1)Ya,X,2724286,2726577,+,FBgn0196058,GD24737,Scf_X,2420411,2422701,+,EOG091905LM,1,1,1
FBgn0000928,fs(1)Yb,X,2720468,2724158,+,FBgn0270441,GD29151,Scf_X,2416564,2420297,+,EOG091901RT,1,1,1
FBgn0000996,dup,2R,15376619,15380988,-,FBgn0196904,GD25618,Scf_2R,11924141,11928678,-,EOG0919043Y,1,1,1
FBgn0001075,ft,2L,4198404,4221796,-,FBgn0194115,GD22718,Scf_2L,4045118,4087996,-,EOG0919000C,1,1,1
FBgn0001077,ftz,3R,6864324,6866244,+,FBgn0020697,ftz,Scf_3R,2583959,2585901,+,EOG09190CCT,1,1,1
FBgn0001078,ftz-f1,3L,18750607,18801309,-,FBgn0184059,GD12327,Scf_3L,18270204,18311741,-,EOG0919045V,1,1,1
FBgn0001079,fu,X,18657755,18661204,+,FBgn0196175,GD24858,Scf_NODE_39788,46755,50125,+,EOG0919036B,1,1,1
FBgn0001083,fw,X,11992915,12003914,-,FBgn0187597,GD15948,Scf_X,11250947,11262073,-,EOG091900XE,1,1,1
FBgn0001084,fy,2L,8401476,8403280,-,FBgn0193810,GD22404,Scf_2L,8128437,8130046,-,EOG09190ALI,1,1,1
FBgn0001085,fz,3L,14274343,14368639,+,FBgn0186171,GD14489,Scf_3L,13934742,14022853,+,EOG0919043M,1,1,1
FBgn0001086,fzy,2L,16310956,16313097,+,FBgn0195410,GD24052,Scf_2L,15836752,15838990,+,EOG091906OF,1,1,1
FBgn0001087,g,X,13727204,13736278,-,FBgn0187530,GD15877,Scf_X,12945401,12954677,-,EOG091902VD,1,1,1
FBgn0001089,Gal,2L,6003574,6006827,-,FBgn0194014,GD22613,Scf_2L,5799153,5802321,-,EOG091904DC,1,1,1
FBgn0001090,bnb,X,18794246,18797687,-,FBgn0041666,bnb,Scf_X,17594421,17597476,-,EOG09190EU9,1,1,1
FBgn0001091,Gapdh1,2R,7791901,7793380,-,FBgn0188811,GD17248,Scf_X,14919325,14920833,+,EOG09190BN4,2,2,0
FBgn0001091,Gapdh1,2R,7791901,7793380,-,FBgn0181994,GD10219,Scf_2R,4520667,4522145,-,EOG09190BN4,2,2,0
FBgn0001092,Gapdh2,X,15868145,15869661,+,FBgn0188811,GD17248,Scf_X,14919325,14920833,+,EOG09190BN4,2,2,0
FBgn0001092,Gapdh2,X,15868145,15869661,+,FBgn0181994,GD10219,Scf_2R,4520667,4522145,-,EOG09190BN4,2,2,0
FBgn0001098,Gdh,3R,23935958,23943101,-,FBgn0189864,GD18335,Scf_3R,19298715,19305811,-,EOG091904US,1,1,1
FBgn0001099,gdl,3L,15509445,15511047,+,FBgn0268691,GD27401,Scf_3L,15136060,15137649,+,EOG09190G1M,1,1,1
FBgn0001104,Galphai,3L,6972750,6980044,-,FBgn0184821,GD13099,Scf_3L,6827711,6835084,-,EOG09190AAD,1,1,1
FBgn0001105,Gbeta13F,X,15860115,15866175,+,FBgn0188810,GD17247,Scf_X,14911241,14917174,+,EOG09190ABJ,1,1,1
FBgn0001108,DCTN1-p150,3L,13929387,13934656,+,FBgn0186144,GD14462,Scf_3L,13594246,13599307,+,EOG091901HP,1,1,1
FBgn0001112,Gld,3R,7252063,7265703,-,FBgn0013875,Gld,Scf_3R,3000933,3014572,-,EOG09190498,1,1,1
FBgn0001114,Glt,2L,8672698,8676804,+,FBgn0194936,GD23558,Scf_2L,8386173,8389895,+,EOG091906JV,1,1,1
FBgn0001120,gnu,3L,14802380,14803360,-,FBgn0184323,GD12596,Scf_3L,14444302,14445293,-,EOG09190ETS,1,1,1
FBgn0001122,Galphao,2R,10437985,10465701,+,FBgn0182506,GD10742,Scf_2R,7093532,7119234,+,EOG09190A4T,1,1,1
FBgn0001123,Galphas,2R,23942538,23946936,+,FBgn0183551,GD11812,Scf_2R,20285869,20290270,+,EOG091909KZ,1,1,1
FBgn0001124,Got1,2R,16138352,16141928,+,FBgn0182919,GD11164,Scf_2R,12695763,12699307,+,EOG091909JD,1,1,1
FBgn0001125,Got2,2L,1984512,1987758,-,FBgn0194275,GD22881,Scf_2L,1894933,1898200,-,EOG091907TU,1,1,1
FBgn0001128,Gpdh,2L,5943643,5948968,+,FBgn0012837,Gpdh,Scf_2L,5738645,5743797,+,EOG09190AR3,1,1,1
FBgn0001133,grau,2R,21009764,21011921,-,FBgn0196547,GD25235,Scf_2R,17409581,17411731,-,EOG091904XK,1,1,1
FBgn0001134,Grd,3L,17823333,17839767,+,FBgn0186404,GD14728,Scf_3L,17396428,17412120,+,EOG0919055F,1,1,1
FBgn0001137,grk,2L,8431086,8433598,-,FBgn0193807,GD22401,Scf_2L,8157909,8160428,-,EOG09190HNW,1,1,1
FBgn0001138,grn,3R,8147368,8181444,-,FBgn0192349,GD20889,Scf_3R,16960494,16994221,+,EOG091909UF,1,1,1
FBgn0001139,gro,3R,26041736,26049911,+,FBgn0192706,GD21265,Scf_3R,21364347,21371512,+,EOG091903NX,1,1,1
FBgn0001142,Gs1,2L,132077,134472,+,FBgn0194394,GD23002,Scf_2L,117805,120212,+,EOG091908J2,1,1,1
FBgn0001145,Gs2,X,11422832,11430197,+,FBgn0188597,GD17021,Scf_X,10733264,10740266,+,EOG09190918,1,1,1
FBgn0001147,gsb-n,2R,25040383,25052331,-,FBgn0196214,GD24898,Scf_2R,21347361,21359446,-,EOG091909ZY,1,1,1
FBgn0001148,gsb,2R,25061964,25064643,+,FBgn0183657,GD11918,Scf_2R,21368454,21371650,+,EOG09190B89,1,1,1
FBgn0001149,GstD1,3R,12367817,12369268,-,FBgn0012838,GstD1,Scf_3R,12916844,12920034,+,EOG09190F2W,1,1,1
FBgn0001150,gt,X,2427113,2428967,-,FBgn0269989,GD28699,Scf_X,2135110,2139320,-,EOG09190FDJ,1,1,1
FBgn0001168,h,3L,8675759,8679253,+,FBgn0016346,h,Scf_3L,8457751,8461469,+,EOG09190FO3,1,1,1
FBgn0001169,H,3R,20621938,20628915,+,FBgn0190865,GD19363,Scf_3R,4852258,4859273,-,EOG091906C5,1,1,1
FBgn0001170,H2.0,2L,6013059,6019402,-,FBgn0194011,GD22610,Scf_2L,5808479,5814798,-,EOG09190DDJ,1,1,1
FBgn0001174,halo,2L,1517533,1518148,-,FBgn0194299,GD22905,Scf_2L,1454666,1456903,-,EOG09190JH2,1,1,1
FBgn0001179,hay,3L,10631079,10633969,+,FBgn0185933,GD14248,Scf_3L,10371412,10374060,+,EOG091902X7,1,1,1
FBgn0001180,hb,3R,8690980,8697822,-,FBgn0186789,GD15118,Scf_3R,16469902,16472723,+,EOG091905UB,1,1,1
FBgn0001185,her,2L,16677185,16679691,+,FBgn0195423,GD24067,Scf_2L,16204521,16206702,+,EOG0919049Z,1,1,1
FBgn0001186,Hex-A,X,9585675,9589813,+,FBgn0196098,GD24777,Scf_X,9012927,9017028,+,EOG09190717,1,1,1
FBgn0001187,Hex-C,2R,15218837,15220329,-,FBgn0196916,GD25630,Scf_2R,11776876,11778465,-,EOG0919091T,1,1,1
FBgn0001189,hfw,X,1669570,1673608,+,FBgn0268939,GD27649,Scf_X,1430753,1434428,+,EOG091905NL,1,1,1
FBgn0001197,His2Av,3R,26866929,26869220,+,FBgn0192748,GD21310,Scf_3R,22152934,22154939,+,EOG09190J0I,1,1,1
FBgn0001202,hook,2L,19030844,19033498,-,FBgn0193208,GD21788,Scf_2L,18548240,18550891,-,EOG091904D9,1,1,1
FBgn0001206,Hmr,X,10590920,10595855,-,FBgn0066164,Hmr,Scf_X,9937803,9942678,-,EOG091901AO,1,1,1
FBgn0001208,Hn,3L,7760453,7763166,+,FBgn0185730,GD14035,Scf_3L,7591676,7594354,+,EOG0919070D,1,1,1
FBgn0001215,Hrb98DE,3R,28599834,28605777,+,FBgn0269963,GD28673,Scf_3R,23803288,23809002,+,EOG09190E5G,1,1,1
FBgn0001216,Hsc70-1,3L,13974061,13977761,+,FBgn0186148,GD14466,Scf_3L,13638384,13642094,+,EOG091904NJ,1,1,1
FBgn0001217,Hsc70-2,3R,13044759,13047388,+,FBgn0190389,GD18878,Scf_3R,12291923,12294504,-,EOG091904E8,1,1,1
FBgn0001218,Hsc70-3,X,11801696,11807117,-,FBgn0187618,GD15970,Scf_X,11064215,11069475,-,EOG091904CP,1,1,1
FBgn0001220,Hsc70-5,2R,14252598,14256192,-,FBgn0196977,GD25692,Scf_2R,10843477,10846568,-,EOG0919045L,1,1,1
FBgn0001222,Hsf,2R,18130303,18134634,-,FBgn0066162,Hsf,Scf_2R,14653662,14657790,-,EOG091903TJ,1,1,1
FBgn0001223,Hsp22,3L,9372931,9374964,+,FBgn0185860,GD14173,Scf_3L,9140931,9142798,+,EOG09190GOL,1,1,1
FBgn0001224,Hsp23,3L,9381882,9382765,+,FBgn0185863,GD14176,Scf_3L,9149753,9150639,+,EOG09190GWO,1,1,1
FBgn0001225,Hsp26,3L,9376418,9377427,-,FBgn0184658,GD12933,Scf_3L,9144400,9145306,-,EOG09190FXG,1,1,1
FBgn0001226,Hsp27,3L,9384063,9385694,+,FBgn0185864,GD14177,Scf_3L,9151910,9153143,+,EOG09190FPO,1,1,1
FBgn0001227,Hsp67Ba,3L,9377802,9379534,-,FBgn0184657,GD12932,Scf_3L,9145086,9147379,-,EOG09190C85,1,1,1
FBgn0001228,CG4456,3L,9372722,9374964,+,FBgn0268999,GD27709,Scf_3L,9140726,9141977,+,EOG09190IGC,1,1,1
FBgn0001229,Hsp67Bc,3L,9371511,9372497,-,FBgn0184659,GD12934,Scf_3L,9139513,9140604,-,EOG09190FO2,1,1,1
FBgn0001230,Hsp68,3R,24055080,24057310,-,FBgn0067521,Hsp68,Scf_3R,19420010,19422248,-,EOG091904GK,1,1,1
FBgn0001233,Hsp83,3L,3192969,3197059,+,FBgn0012840,Hsp83,Scf_3L,3090311,3094187,+,EOG091904BZ,1,1,1
FBgn0001235,hth,3R,10507561,10639568,-,FBgn0192184,GD20718,Scf_3R,14636204,14741131,+,EOG091906B4,1,1,1
FBgn0001247,Ide,3L,20371672,20375896,-,FBgn0183933,GD12197,Scf_3L,19831882,19838198,-,EOG091901BL,1,1,1
FBgn0001248,Idh,3L,8356404,8360906,-,FBgn0184720,GD12997,Scf_3L,8153983,8158508,-,EOG091908AJ,1,1,1
FBgn0001250,if,X,16752189,16783434,-,FBgn0187386,GD15725,Scf_X,15734947,15766747,-,EOG091900RZ,1,1,1
FBgn0001253,ImpE1,3L,8372405,8391171,+,FBgn0189179,GD17629,Scf_3L,8169723,8187996,+,EOG091901FY,1,1,1
FBgn0001254,ImpE2,3L,3510974,3512681,-,FBgn0185043,GD13325,Scf_3L,3407461,3408970,-,EOG09190JUA,1,1,1
FBgn0001255,ImpE3,3R,8028453,8029546,-,FBgn0190935,GD19436,Scf_3R,3742026,3743429,-,EOG09190ESL,1,1,1
FBgn0001256,ImpL1,3L,13382765,13383999,+,FBgn0186128,GD14446,Scf_3L,13077387,13079027,+,EOG09190ELU,1,1,1
FBgn0001257,ImpL2,3L,4224006,4236147,-,FBgn0083431,ImpL2,Scf_3L,4184016,4195626,-,EOG09190DO1,1,1,1
FBgn0001258,ImpL3,3L,6259105,6262694,-,FBgn0184850,GD13128,Scf_3L,6153832,6156997,-,EOG09190BM8,1,1,1
FBgn0001259,in,3L,20367198,20370259,+,FBgn0186552,GD14880,Scf_3L,19827192,19830385,+,EOG091902E6,1,1,1
FBgn0001263,inaD,2R,22855688,22858794,-,FBgn0196414,GD25102,Scf_2R,19225804,19228882,-,EOG091904OV,1,1,1
FBgn0001269,inv,2R,11474465,11509695,+,FBgn0182565,GD10802,Scf_2R,8066743,8099390,+,EOG09190CT0,1,1,1
FBgn0001276,ix,2R,11359437,11360163,-,FBgn0186920,GD15252,Scf_2R,7956683,7957574,-,EOG09190HU2,1,1,1
FBgn0001280,janA,3R,30038622,30039533,-,FBgn0016348,janA,Scf_3R,25210598,25211542,-,EOG09190IXE,1,1,1
FBgn0001281,janB,3R,30037984,30038728,-,FBgn0041268,janB,Scf_3R,25209984,25210749,-,EOG09190HLV,2,2,0
FBgn0001281,janB,3R,30037984,30038728,-,FBgn0043621,ocn,Scf_3R,25209025,25209797,-,EOG09190HLV,2,2,0
FBgn0001285,Jon44E,2R,8691448,8692844,+,FBgn0182361,GD10590,Scf_2R,5391591,5392458,+,EOG09190CVA,1,1,1
FBgn0001291,Jra,2R,10096480,10098556,+,FBgn0187053,GD15385,Scf_2R,6759771,6761869,+,EOG09190D4T,1,1,1
FBgn0001296,kar,3R,12682186,12689367,-,FBgn0192019,GD20550,Scf_3R,12642891,12650403,+,EOG0919064F,1,1,1
FBgn0001297,kay,3R,29765995,29794113,+,FBgn0192899,GD21465,Scf_3R,24946762,24974324,+,EOG09190DWW,1,1,1
FBgn0001301,kel,2L,18129884,18138083,-,FBgn0193263,GD21844,Scf_2L,17636068,17644363,-,EOG091901N7,1,1,1
FBgn0001308,Khc,2R,16266960,16271971,-,FBgn0196838,GD25552,Scf_2R,12824235,12829280,-,EOG091901XZ,1,1,1
FBgn0001311,kkv,3R,5378093,5392866,-,FBgn0268725,GD27435,Scf_3R,1103087,1117834,-,EOG091900HD,1,1,1
FBgn0001316,klar,3L,434083,540614,-,FBgn0196988,GD25703,Scf_3L,398338,503759,-,EOG0919017X,1,1,1
FBgn0001319,kn,2R,14772650,14807061,-,FBgn0196941,GD25656,Scf_2R,11363394,11389842,-,EOG091905JN,1,1,1
FBgn0001320,kni,3L,20692330,20695378,-,FBgn0044187,kni,Scf_3L,20146584,20149051,-,EOG09190BYX,1,1,1
FBgn0001321,knk,3R,10122365,10125664,-,FBgn0192199,GD20733,Scf_3R,15096945,15100578,+,EOG091903DO,1,1,1
FBgn0001323,knrl,3L,20597141,20620659,-,FBgn0183909,GD12173,Scf_3L,20051416,20074028,-,EOG091908DW,1,1,1
FBgn0001324,kto,3L,19836614,19844944,+,FBgn0186505,GD14832,Scf_3L,19330655,19338993,+,EOG091900EL,1,1,1
FBgn0001325,Kr,2R,25226611,25231394,+,FBgn0183660,GD11921,Scf_2R,21495098,21519500,+,EOG091908BU,1,1,1
FBgn0001330,kz,X,2237858,2242035,-,FBgn0188002,GD16383,Scf_X,1968219,1973574,-,EOG09190143,1,1,1
FBgn0001341,l(1)1Bi,X,629773,633633,+,FBgn0085902,l(1)1Bi,Scf_X,435894,439755,+,EOG091901EG,1,1,1
FBgn0001404,egh,X,2588503,2599111,+,FBgn0270309,GD29019,Scf_X,2294800,2304797,+,EOG091907II,1,1,1
FBgn0001491,l(1)10Bb,X,11324294,11325308,-,FBgn0187640,GD15995,Scf_X,10631762,10632740,-,EOG09190HCN,1,1,1
FBgn0001565,Hlc,X,21385518,21387946,-,FBgn0187165,GD15498,Scf_X,19979861,19982175,-,EOG091905R5,1,1,1
FBgn0001612,Grip91,X,13736570,13744683,-,FBgn0187529,GD15876,Scf_X,12954894,12962938,-,EOG091901X3,1,1,1
FBgn0001624,dlg1,X,11369665,11409776,+,FBgn0188596,GD17020,Scf_X,10677622,10714959,+,EOG091901DA,1,1,1
FBgn0001941,ifc,2L,5986348,5988854,+,FBgn0194761,GD23376,Scf_2L,5781917,5784435,+,EOG09190ARU,1,1,1
FBgn0001942,eIF4A,2L,5981764,5985909,+,FBgn0194760,GD23375,Scf_2L,5777247,5781415,+,EOG0919097Y,1,1,1
FBgn0001961,Arpc1,2L,13827941,13829741,-,FBgn0193452,GD22039,Scf_2L,13375484,13377190,-,EOG091909HP,1,1,1
FBgn0001965,Sos,2L,13813816,13819824,+,FBgn0063991,Sos,Scf_2L,13361351,13367361,+,EOG091900TK,1,1,1
FBgn0001967,NimC3,2L,14019357,14020208,-,FBgn0193434,GD22021,Scf_2L,13557566,13558770,-,EOG09190F33,1,1,1
FBgn0001970,Pgant35A,2L,14359252,14361411,+,FBgn0195326,GD23962,Scf_2L,13900974,13903249,+,EOG091904XC,1,1,1
FBgn0001974,l(2)35Bd,2L,15009939,15011764,+,FBgn0195348,GD23987,Scf_2L,14522369,14524039,+,EOG091907NA,1,1,1
FBgn0001977,CIAPIN1,2L,15036293,15038861,-,FBgn0193389,GD21974,Scf_2L,14550551,14551655,-,EOG09190EJA,1,1,1
FBgn0001978,stc,2L,15113480,15118069,+,FBgn0195356,GD23996,Scf_2L,14626018,14630690,+,EOG091901FL,1,1,1
FBgn0001981,esg,2L,15333866,15336138,+,FBgn0195364,GD24004,Scf_2L,14932264,14934503,+,EOG09190D2I,1,1,1
FBgn0001983,wor,2L,15423297,15425580,-,FBgn0193371,GD21956,Scf_2L,15021778,15024060,-,EOG091907VU,1,1,1
FBgn0001986,Mtr4,2L,15752263,15755900,+,FBgn0195378,GD24019,Scf_2L,15292324,15296625,+,EOG091901FZ,1,1,1
FBgn0001987,Gli,2L,15756002,15762758,-,FBgn0193357,GD21942,Scf_2L,15296507,15302734,-,EOG091901KJ,1,1,1
FBgn0001989,ND-B17,2L,15749319,15751078,-,FBgn0193358,GD21943,Scf_2L,15289086,15291193,-,EOG09190GNP,1,1,1
FBgn0001990,wek,2L,15766133,15768349,-,FBgn0193356,GD21941,Scf_2L,15306298,15308173,-,EOG091907IE,1,1,1
FBgn0001991,Ca-alpha1D,2L,16165831,16190540,+,FBgn0195399,GD24041,Scf_2L,15695519,15717668,+,EOG09190070,1,1,1
FBgn0001992,Cyp303a1,2L,16294183,16296969,+,FBgn0195406,GD24048,Scf_2L,15819538,15822041,+,EOG091905ZB,1,1,1
FBgn0001994,crp,2L,16263556,16287730,-,FBgn0193342,GD21926,Scf_2L,15791274,15813610,-,EOG091908CD,1,1,1
FBgn0001995,mRpL4,2L,16328059,16329132,-,FBgn0193336,GD21919,Scf_2L,15853765,15854840,-,EOG09190C5R,1,1,1
FBgn0002021,l(2)37Bb,2L,19049843,19051612,-,FBgn0193205,GD21785,Scf_2L,18567183,18568969,-,EOG091906CN,1,1,1
FBgn0002022,Catsup,2L,19041862,19043614,+,FBgn0084332,Catsup,Scf_2L,18559277,18560989,+,EOG09190E3I,1,1,1
FBgn0002023,Lim3,2L,19079256,19108427,-,FBgn0193200,GD21780,Scf_2L,18596994,18623506,-,EOG091909SW,1,1,1
FBgn0002031,l(2)37Cc,2L,19121345,19123869,-,FBgn0193198,GD21777,Scf_2L,18638663,18640445,-,EOG09190E5N,1,1,1
FBgn0002036,CG10561,2L,19114401,19116570,+,FBgn0025651,GD24185,Scf_2L,18631057,18633237,+,EOG091907CQ,1,1,1
FBgn0002044,swm,2L,19493251,19497978,+,FBgn0195564,GD24214,Scf_2L,18988805,18993108,+,EOG091902YQ,1,1,1
FBgn0002069,AspRS,2R,12877004,12883168,+,FBgn0182688,GD10925,Scf_2R,9446224,9449102,+,EOG091906IG,1,1,1
FBgn0002121,l(2)gl,2L,9839,21376,-,FBgn0194388,GD22996,Scf_2L,4304,12624,-,EOG091901TD,1,1,1
FBgn0002174,l(2)tid,2R,23706913,23709026,+,FBgn0183528,GD11789,Scf_2R,20058400,20060518,+,EOG091908FK,1,1,1
FBgn0002183,dre4,3L,1871574,1876312,-,FBgn0185142,GD13429,Scf_3L,1780948,1785673,-,EOG091901R7,1,1,1
FBgn0002283,l(3)73Ah,3L,16588475,16590132,+,FBgn0186329,GD14649,Scf_3L,16189659,16191114,+,EOG09190EED,1,1,1
FBgn0002284,Prosbeta6,3L,16609400,16610418,-,FBgn0184185,GD12455,Scf_3L,16202917,16203947,-,EOG09190EC7,1,1,1
FBgn0002306,sas,3R,7162808,7183702,+,FBgn0191401,GD19918,Scf_3R,2911578,2932215,+,EOG091901B6,1,1,1
FBgn0002354,l(3)87Df,3R,13030913,13031598,+,FBgn0190386,GD18874,Scf_3R,12307480,12308460,-,EOG09190JTR,1,1,1
FBgn0002413,dco,3R,31054085,31061210,-,FBgn0188237,GD16644,Scf_3R,26191814,26198190,-,EOG09190AM7,1,1,1
FBgn0002431,hyd,3R,9714623,9725615,-,FBgn0041664,hyd,Scf_3R,15482727,15493805,+,EOG0919004B,1,1,1
FBgn0002440,l(3)mbn,3L,6123934,6128807,-,FBgn0184876,GD13154,Scf_3L,6026392,6030713,-,EOG09190A4Y,1,1,1
FBgn0002441,l(3)mbt,3R,27266326,27273273,-,FBgn0186750,GD15078,Scf_3R,22533720,22539378,-,EOG0919038U,1,1,1
FBgn0002466,sti,3L,12507998,12514815,-,FBgn0184438,GD12711,Scf_3L,12203008,12209570,-,EOG091900BP,1,1,1
FBgn0002521,pho,4,1172469,1181628,-,FBgn0067492,pho,Scf_4,962122,966692,-,EOG09190BN1,1,1,1
FBgn0002522,lab,3R,6661427,6678590,-,FBgn0191028,GD19533,Scf_3R,2383480,2400735,-,EOG09190C4F,1,1,1
FBgn0002524,lace,2L,15499127,15505018,+,FBgn0195370,GD24010,Scf_2L,15090179,15095700,+,EOG091905EO,1,1,1
FBgn0002525,Lam,2L,5542480,5546642,+,FBgn0270082,GD28792,Scf_2L,5347548,5351488,+,EOG091906QY,1,1,1
FBgn0002526,LanA,3L,6203831,6218022,-,FBgn0184858,GD13136,Scf_3L,6107356,6121554,-,EOG0919001A,1,1,1
FBgn0002531,Lcp1,2R,8430115,8431243,-,FBgn0181946,GD10171,Scf_2R,5132194,5133319,-,EOG09190JCX,2,2,0
FBgn0002531,Lcp1,2R,8430115,8431243,-,FBgn0268494,GD27204,Scf_2R,5135590,5136793,-,EOG09190JCX,2,2,0
FBgn0002533,Lcp2,2R,8433797,8434785,-,FBgn0181946,GD10171,Scf_2R,5132194,5133319,-,EOG09190JCX,2,2,0
FBgn0002533,Lcp2,2R,8433797,8434785,-,FBgn0268494,GD27204,Scf_2R,5135590,5136793,-,EOG09190JCX,2,2,0
FBgn0002534,Lcp3,2R,8435310,8436095,+,FBgn0182330,GD10559,Scf_2R,5137139,5137935,+,EOG09190JK0,2,2,0
FBgn0002534,Lcp3,2R,8435310,8436095,+,FBgn0193682,GD22274,Scf_2R,5139717,5140565,+,EOG09190JK0,2,2,0
FBgn0002535,Lcp4,2R,8437647,8438495,+,FBgn0182330,GD10559,Scf_2R,5137139,5137935,+,EOG09190JK0,2,2,0
FBgn0002535,Lcp4,2R,8437647,8438495,+,FBgn0193682,GD22274,Scf_2R,5139717,5140565,+,EOG09190JK0,2,2,0
FBgn0002542,lds,3R,7920431,7924491,+,FBgn0191442,GD19959,Scf_3R,3634371,3638341,+,EOG091901WY,1,1,1
FBgn0002543,robo2,2L,1380086,1420453,-,FBgn0194303,GD22909,Scf_2L,1318405,1357994,-,EOG091900PI,1,1,1
FBgn0002552,lin,2R,8914524,8918234,+,FBgn0084971,GD10612,Scf_2R,5610943,5614681,+,EOG091904RE,1,1,1
FBgn0002561,l(1)sc,X,409721,410817,+,FBgn0025409,l(1)sc,Scf_X,230399,232535,+,EOG09190HWM,1,1,1
FBgn0002562,Lsp1alpha,X,12490291,12492982,+,FBgn0188653,GD17082,Scf_X,11730906,11733598,+,EOG091902AK,1,1,1
FBgn0002563,Lsp1beta,2L,898500,901316,+,FBgn0194447,GD23056,Scf_2L,861340,864157,+,EOG091902P3,1,1,1
FBgn0002564,Lsp1gamma,3L,66430,68995,+,FBgn0016340,Lsp1gamma,Scf_3L,45032,47534,+,EOG0919031O,1,1,1
FBgn0002565,Lsp2,3L,12129393,12131869,+,FBgn0186043,GD14358,Scf_3L,11821162,11823483,+,EOG091902U2,1,1,1
FBgn0002566,lt,2L,22924795,22943135,+,FBgn0268101,GD26811,Scf_2L,22877738,22911504,+,EOG091902GP,1,1,1
FBgn0002567,Rab32,2R,9177864,9186342,-,FBgn0181870,GD10095,Scf_2R,5868576,5876982,-,EOG091906IW,1,1,1
